project_name,country,year,sector,subsector,investment,fund_source,carrier_type,overall_rating,relevance,coherence,effectivity,efficiency,impact,sustainability,url,outcome_fully,outcome_partially,outcome_not,pdf
Berufliche Bildung im Norden Sri Lankas,Sri Lanka,2020,Bildung,Nachhaltige Wirtschaft,9560000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Sri_Lanka_Bildung_2020_D.pdf,33.33333333333333,33.33333333333333,33.33333333333333,Sri_Lanka_Bildung_2020_D.pdf
Sondermülldeponien II,Tunesien,2020,Wasser,Ressourcenschutz inkl. Wasser,4500000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,5,3.0,3.0,5.0,5.0,5,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Tunesien_Sondermüll_2020_D.pdf,0.0,0.0,50.0,Tunesien_Sondermüll_2020_D.pdf
Aufforstung Thanh Hoa und Nghe An (IV),Vietnam,2020,Umweltschutz,Ernährungssicherung,9630000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Vietnam_Forst_2020_D.pdf,40.0,40.0,20.0,Vietnam_Forst_2020_D.pdf
"Forstrehabilitierung und nachhaltige Waldbewirtschaftung in Quang Nam, Quang Ngai, Binh Dinh, Phu Yen (VI)",Vietnam,2020,Umweltschutz,Ernährungssicherung,13830000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Vietnam_Forst_2020_D.pdf,66.66666666666666,0.0,33.33333333333333,Vietnam_Forst_2020_D.pdf
Konsolidierung des Mikrofinanzsektors,Bosnien und Herzegowina,2020,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,2000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,2,2.0,2.0,2.0,3.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Bosnien_Finanz_2020_D.pdf,83.33333333333334,0.0,16.666666666666664,Bosnien_Finanz_2020_D.pdf
Etablierung des YUS-Schutzgebietes,Papua-Neuguinea,2020,Umweltschutz,Ressourcenschutz inkl. Wasser,6400000.0,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV)",NRO,3,3.0,3.0,2.0,4.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/IKI-Evaluierungen/IKI_PapuaNeuguinea_2021_D.pdf,60.0,40.0,0.0,IKI_PapuaNeuguinea_2021_D.pdf
Förderung von Primarschulen,Senegal,2020,Bildung,Nachhaltige Wirtschaft,47200000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Senegal_2020_D_PAEP.pdf,75.0,0.0,25.0,Senegal_2020_D_PAEP.pdf
Förderung von Primarschulen,Senegal,2020,Bildung,Nachhaltige Wirtschaft,47200000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Senegal_2020_D_PAEP.pdf,75.0,0.0,25.0,Senegal_2020_D_PAEP.pdf
Energieeffizienz über den Bankensektor,Serbien,2020,Energie,Nachhaltige Wirtschaft,28000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,3,3.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Serbien_EE_Banken_2020_D.pdf,50.0,50.0,0.0,Serbien_EE_Banken_2020_D.pdf
Förderung kommunaler Investitionen in Energieeffizienz- und Umweltmaßnahmen,Serbien,2020,Governance,Nachhaltige Wirtschaft,11000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,2,2.0,,2.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Serbien_MEGLIP_2020_D.pdf,75.0,25.0,0.0,Serbien_MEGLIP_2020_D.pdf
Förderung von Erneuerbaren Energien und Energieeffizienz Phasen I,Uganda,2020,Energie,Klima und Energie,8600000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,2.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Uganda_Energie_2020_D.pdf,66.66666666666666,0.0,33.33333333333333,Uganda_Energie_2020_D.pdf
Förderung von Erneuerbaren Energien und Energieeffizienz Phasen II,Uganda,2020,Energie,Klima und Energie,7700000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,2.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Uganda_Energie_2020_D.pdf,66.66666666666666,0.0,33.33333333333333,Uganda_Energie_2020_D.pdf
Förderung von Erneuerbaren Energien und Energieeffizienz Phasen III,Uganda,2020,Energie,Klima und Energie,10000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,2.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Uganda_Energie_2020_D.pdf,66.66666666666666,0.0,33.33333333333333,Uganda_Energie_2020_D.pdf
Unterstützung der Kommunalwahlen (2016) in Burkina Faso,Burkina Faso,2021,Governance,Frieden und Governance,10232000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,2,2.0,2.0,2.0,2.0,3,,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Burkina_Faso_Wahlen_2021_D.pdf,66.66666666666666,33.33333333333333,0.0,Burkina_Faso_Wahlen_2021_D.pdf
Europäisch-Palästinensischer Kreditgarantiefonds EPCGF III,Palästina,2021,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,2500000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Pal_Gebiete_Fonds_2021_D.pdf,50.0,33.33333333333333,16.666666666666664,Pal_Gebiete_Fonds_2021_D.pdf
Finanzieller Beitrag zum Stiftungskapital des <span lang='es'>Fondo para el Sistema Arrecifal Mesoamericano (Fondo SAM)</span>,Lateinamerika (regional),2021,Umweltschutz,Ressourcenschutz inkl. Wasser,15850000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),NRO,2,2.0,,2.0,2.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Zentralamerika_MARFund_2021_D.pdf,75.0,25.0,0.0,Zentralamerika_MARFund_2021_D.pdf
Schutz von Meeresressourcen in Zentralamerika I,Zentralamerika (CCAD),2021,Umweltschutz,Ressourcenschutz inkl. Wasser,8800000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),NRO,3,2.0,,3.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z_EN/Zentralamerika_MARFUND_2021_D.pdf,66.66666666666666,33.33333333333333,0.0,Zentralamerika_MARFUND_2021_D.pdf
Beitrag zum Stiftungskapital des <span lang='es'>Fonds para el Sistema Arrecifal Mesoamericano (Fondo SAM)</span> zur Rettung von Korallenriffen,Zentralamerika (CCAD),2021,Umweltschutz,Ressourcenschutz inkl. Wasser,8200000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),NRO,2,2.0,,3.0,2.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Zentralamerika_MARFund_2021_D.pdf,75.0,25.0,0.0,Zentralamerika_MARFund_2021_D.pdf
Schutz von Meeresressourcen in Zentralamerika II (Marfund),Zentralamerika (CCAD),2021,Umweltschutz,Ressourcenschutz inkl. Wasser,9280000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),NRO,3,2.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z_EN/Zentralamerika_MARFUND_2021_D.pdf,100.0,0.0,0.0,Zentralamerika_MARFUND_2021_D.pdf
Reproduktive Gesundheit und HIV/AIDS-Prävention,Afrika (ECOWAS),2021,Gesundheit,Gesundheit und soziale Sicherung,5001879.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,2,1.0,2.0,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/ECOWAS_WAHO_2021_D.pdf,33.33333333333333,16.666666666666664,16.666666666666664,ECOWAS_WAHO_2021_D.pdf
Reproduktive Gesundheit und HIV/AIDS-Prävention,Afrika (ECOWAS),2021,Gesundheit,Gesundheit und soziale Sicherung,4962787.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,2,1.0,2.0,2.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/ECOWAS_WAHO_2021_D.pdf,33.33333333333333,16.666666666666664,16.666666666666664,ECOWAS_WAHO_2021_D.pdf
Konfliktbewältigung und Gewaltprävention in Stadtrandgebieten III,Kolumbien,2021,Governance,Frieden und Governance,14840000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,2.0,3.0,4.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Kolumbien_Convivencia_2021_D.pdf,40.0,20.0,40.0,Kolumbien_Convivencia_2021_D.pdf
Klimaschutzprogramm Kroatien,Kroatien,2021,Energie,Klima und Energie,43000000.0,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV)",Staatlich,4,2.0,3.0,4.0,4.0,3,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/IKI-Evaluierungen/IKI_Kroatien_2021_D.pdf,25.0,0.0,75.0,IKI_Kroatien_2021_D.pdf
Anschubfinanzierung für lokale Projektentwicklungsgesellschaften für Erneuerbare Energien Projekte,Alle Entwicklungsländer,2021,Energie,Klima und Energie,12600000.0,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV)",Privatwirtschaftlich,3,2.0,3.0,2.0,3.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/IKI-Evaluierungen/IKI_alle_EL_2021_D.pdf,100.0,0.0,0.0,IKI_alle_EL_2021_D.pdf
Stärkung des nationalen Waldmonitorings,Ecuador,2021,Umweltschutz,Ressourcenschutz inkl. Wasser,5953522.0,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV)",Staatlich,2,2.0,2.0,3.0,3.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/IKI-Evaluierungen/IKI-EPE-Ecuador_2021_D.pdf,10.0,70.0,20.0,IKI-EPE-Ecuador_2021_D.pdf
Schulbau im Gazastreifen,Palästina,2021,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,13500000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,2.0,2.0,3.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Pal_Gebiete_EGP_2021_D.pdf,50.0,50.0,0.0,Pal_Gebiete_EGP_2021_D.pdf
UNRWA Schulen in Gaza,Palästina,2021,Bildung,Nachhaltige Wirtschaft,3000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,2,2.0,3.0,2.0,3.0,2,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Pal_Gebiete_UNRWA_2021_D.pdf,66.66666666666666,0.0,33.33333333333333,Pal_Gebiete_UNRWA_2021_D.pdf
Unterstützung der Implementieurng von REDD+ in Peru,Peru,2021,Umweltschutz,Ernährungssicherung,6110014.0,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV)",NRO,3,2.0,3.0,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/IKI-Evaluierungen/IKI-EPE-Peru_2021_D.pdf,0.0,50.0,50.0,IKI-EPE-Peru_2021_D.pdf
Ländliche Finanzierung,Benin,2021,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,9900000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,2,2.0,2.0,2.0,3.0,1,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Benin_Finanz_2021_D.pdf,75.0,25.0,0.0,Benin_Finanz_2021_D.pdf
Deutscher Beitrag zum Transition Fund im Rahmen der <span lang='fr'>Deauville</span> Partnerschaft (G 7/8),Alle Entwicklungsländer,2021,Sonstige,Nachhaltige Wirtschaft,5000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,3,2.0,3.0,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Alle_EL_Finanz_2021_D.pdf,87.5,0.0,12.5,Alle_EL_Finanz_2021_D.pdf
Schiffsreparatur- und Werkstattfazilität,Osttimor,2021,Transport und Kommunikation,Nachhaltige Wirtschaft,120000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,5,3.0,5.0,5.0,5.0,5,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/TimorLeste_Wasser_2021_D.pdf,0.0,0.0,100.0,TimorLeste_Wasser_2021_D.pdf
Stärkung der Resilienz von Flüchtlingen im Kontext der Syrien-/ Irakkrise I (JOR UNICEF),Naher und Mittlerer Osten,2021,Bildung,Nachhaltige Wirtschaft,10000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,2,2.0,2.0,3.0,2.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Jordanien_UNICEF_2021_D.pdf,33.33333333333333,22.22222222222222,33.33333333333333,Jordanien_UNICEF_2021_D.pdf
Stärkung der Resilienz von Flüchtlingen im Kontext der Syrien-/ Irakkrise II (JOR UNICEF),Naher und Mittlerer Osten,2021,Bildung,Nachhaltige Wirtschaft,15000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,2,2.0,2.0,3.0,2.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Jordanien_UNICEF_2021_D.pdf,33.33333333333333,22.22222222222222,33.33333333333333,Jordanien_UNICEF_2021_D.pdf
"Programm für erneuerbare Energien und Energieeffizienz, Rehabilitierung und Upgrade des Wasserkraftwerks Kindaruma",Kenia,2021,Energie,Klima und Energie,53330000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,2,2.0,,3.0,2.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Kenia_Energie_2021_D.pdf,50.0,0.0,50.0,Kenia_Energie_2021_D.pdf
Distriktentwicklungsfonds I,Ghana,2021,Governance,Frieden und Governance,14900000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,1.0,2.0,2.0,2.0,2,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Ghana_DDF_2021_D.pdf,37.5,0.0,37.5,Ghana_DDF_2021_D.pdf
Distriktentwicklungsfonds II,Ghana,2021,Governance,Frieden und Governance,21000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,1.0,2.0,2.0,2.0,2,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Ghana_DDF_2021_D.pdf,37.5,0.0,37.5,Ghana_DDF_2021_D.pdf
Erschließung geothermischer Ressourcen,Indonesien,2021,Umweltschutz,Klima und Energie,1100000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,5,2.0,5.0,5.0,5.0,5,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Indonesien_Geothermie_2021_D.pdf,60.0,0.0,40.0,Indonesien_Geothermie_2021_D.pdf
Gewaltprävention in städtischen Armenvierteln (Khayelitsha) I,Südafrika,2021,Governance,Frieden und Governance,40200000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,1.0,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/S%C3%BCdafrika_VPUU_2021_D.pdf,50.0,16.666666666666664,0.0,S%C3%BCdafrika_VPUU_2021_D.pdf
Gewaltprävention in städtischen Armenvierteln (Khayelitsha) II,Südafrika,2021,Governance,Frieden und Governance,40200000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,1.0,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/S%C3%BCdafrika_VPUU_2021_D.pdf,50.0,12.5,0.0,S%C3%BCdafrika_VPUU_2021_D.pdf
Programm zur kommunalen Gewaltprävention,Südafrika,2021,Governance,Frieden und Governance,40200000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,1.0,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/S%C3%BCdafrika_VPUU_2021_D.pdf,50.0,12.5,0.0,S%C3%BCdafrika_VPUU_2021_D.pdf
Förderung von energieeffizienten Gebäuden,Indien,2021,Energie,Klima und Energie,12000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,,3.0,4.0,3,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Indien_NHB_2021_D.pdf,25.0,75.0,0.0,Indien_NHB_2021_D.pdf
Förderung von energieeffizienten Gebäuden,Indien,2021,Energie,Klima und Energie,38000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,,3.0,4.0,3,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Indien_NHB_2021_D.pdf,25.0,75.0,0.0,Indien_NHB_2021_D.pdf
"Förderung des Finanzsektors für Kleinst-, Klein- und mittlere Unternehmen",Jemen,2021,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,4500000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),NRO,3,2.0,,3.0,3.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Jemen_Finanz_2021_D.pdf,55.55555555555556,22.22222222222222,22.22222222222222,Jemen_Finanz_2021_D.pdf
Gesundheitsprogramm nördliches Pakistan (NAHD),Pakistan,2021,Gesundheit,Gesundheit und soziale Sicherung,7490000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,4,2.0,2.0,3.0,3.0,3,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Pakistan_Gesundheit_2021_D.pdf,87.5,0.0,0.0,Pakistan_Gesundheit_2021_D.pdf
Rehabilitierung von Pumpstationen I,Ägypten,2021,Landwirtschaft und Ernährungssicherheit,Ernährungssicherung,22960000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,3.0,3.0,3.0,4,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Ägypten_Pumpstationen_2021_D.pdf,100.0,0.0,0.0,Ägypten_Pumpstationen_2021_D.pdf
Rehabilitierung von Pumpstationen II,Ägypten,2021,Landwirtschaft und Ernährungssicherheit,Ernährungssicherung,4005000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,3.0,3.0,3.0,4,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Ägypten_Pumpstationen_2021_D.pdf,60.0,40.0,0.0,Ägypten_Pumpstationen_2021_D.pdf
Förderung von Umweltschutzmaßnahmen der privaten Industrie II ,Ägypten,2022,Nachhaltige Wirtschaftsentwicklung,Ressourcenschutz inkl. Wasser,25780000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,3,3.0,2.0,3.0,3.0,4,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/%C3%84gypten_Umwelt_2022_D.pdf,100.0,0.0,0.0,%C3%84gypten_Umwelt_2022_D.pdf
Aufforstung Anhui II,Volksrepublik China,2022,Umweltschutz,Ernährungssicherung,6135000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,3.0,3.0,2.0,3,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/China_Anhui_2022_D.pdf,0.0,100.0,0.0,China_Anhui_2022_D.pdf
Nachhaltige Nutzung natürlicher Ressourcen,Volksrepublik China,2022,Umweltschutz,Ernährungssicherung,8490000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,3.0,3.0,2.0,3,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/China_Anhui_2022_D.pdf,0.0,100.0,0.0,China_Anhui_2022_D.pdf
KV-Wasserverlustreduzierung Irbid/Jerash,Jordanien,2021,Wasser,Ressourcenschutz inkl. Wasser,18100000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,2.0,4.0,4.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Jordanien_Wasser_2021_D.pdf,25.0,0.0,75.0,Jordanien_Wasser_2021_D.pdf
Kommunale Wasserver- und Abwasserentsorgung Qena,Ägypten,2022,Wasser,Ressourcenschutz inkl. Wasser,12670000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,3.0,3.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/%C3%84gypten_Qena_2022_D.pdf,66.66666666666666,33.33333333333333,0.0,%C3%84gypten_Qena_2022_D.pdf
Bewirtschaftung forstlicher Ressourcen (PGRF),Guinea,2022,Umweltschutz,Ernährungssicherung,5300000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,5,2.0,3.0,5.0,5.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Guinea_Forst_2022_D.pdf,0.0,33.33333333333333,66.66666666666666,Guinea_Forst_2022_D.pdf
Kommunalentwicklung und Dezentralisierung (PACT),Mali,2022,Governance,Frieden und Governance,5113000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,3.0,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Mali_PACT_2022_D.pdf,50.0,33.33333333333333,0.0,Mali_PACT_2022_D.pdf
Kommunalentwicklung und Dezentralisierung PACT II,Mali,2022,Governance,Frieden und Governance,1197000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,3.0,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Mali_PACT_2022_D.pdf,33.33333333333333,50.0,0.0,Mali_PACT_2022_D.pdf
